Format,Traqmate Trackvision,V2
Track,Portland International Raceway
Vehicle,CORRADO
Driver,DJ
Starting Date,2019/08/18
Starting Time,16:53:001
Sample Rate (samps/sec),10
Duration (secs),1952
Elapsed Time,Lat (Degrees),Lon (Degrees),Altitude (meters),Velocity (MPH),Lap
1064.275,45.594751,-122.693732,6.0,107.95655,11
1064.3,45.594755,-122.693747,6.0,107.986031,11
1064.325,45.594759,-122.693761,6.0,108.05089,11
1064.35,45.594763,-122.693775,6.0,108.084302,11
1064.375,45.594767,-122.69379,6.0,108.112801,11
1064.4,45.594771,-122.693804,6.0,108.193383,11
1064.425,45.594775,-122.693819,6.0,108.22777800000001,11
1064.45,45.594779,-122.693833,6.0,108.290672,11
1064.475,45.594783,-122.693848,6.0,108.365358,11
1064.5,45.594787,-122.693863,6.0,108.597546,11
1064.525,45.594791,-122.693877,6.0,108.627028,11
1064.55,45.594795,-122.693892,6.0,108.695817,11
1064.575,45.594799,-122.693906,6.0,108.74593600000001,11
1064.6,45.594803,-122.693921,6.0,108.78033,11
1064.625,45.594807,-122.693935,6.0,108.839293,11
1064.65,45.594812,-122.69395,6.0,108.88548,11
1064.675,45.594816,-122.693964,6.0,108.892359,11
1064.7,45.59482,-122.693979,6.0,108.948374,11
1064.725,45.594824,-122.693993,6.0,108.995544,11
1064.75,45.594828,-122.694009,6.0,109.042714,11
1064.775,45.594832,-122.694024,6.0,109.124279,11
1064.8,45.594836,-122.694038,6.0,109.171449,11
1064.825,45.59484,-122.694053,6.0,109.20093,11
1064.85,45.594844,-122.694068,6.0,109.25891000000001,11
1064.875,45.594848,-122.694082,6.0,109.30608,11
1064.9,45.594852,-122.694097,6.0,109.321804,11
1064.925,45.594856,-122.694111,6.0,109.36012899999999,11
1064.95,45.59486,-122.694126,6.0,109.414179,11
1064.975,45.594864,-122.694141,6.0,109.439729,11
1065.0,45.594869,-122.694157,6.0,110.371155,11
1065.025,45.594873,-122.694171,6.0,110.434049,11
1065.05,45.594877,-122.694186,6.0,110.460582,11
1065.075,45.594881,-122.694201,6.0,110.498908,11
1065.1,45.594885,-122.694215,6.0,110.574576,11
1065.125,45.594889,-122.69423,6.0,110.581455,11
1065.15,45.594893,-122.694245,6.0,110.611919,11
1065.175,45.594897,-122.69426,6.0,110.696432,11
1065.2,45.594902,-122.694275,6.0,110.708225,11
1065.225,45.594906,-122.694289,6.0,110.737706,11
1065.25,45.59491,-122.694305,6.0,110.767188,11
1065.275,45.594914,-122.69432,6.0,110.810427,11
1065.3,45.594918,-122.694335,6.0,110.82418499999999,11
1065.325,45.594922,-122.694349,6.0,110.892974,11
1065.35,45.594927,-122.694364,6.0,110.932283,11
1065.375,45.594931,-122.694379,6.0,110.953902,11
1065.4,45.594935,-122.694394,6.0,111.0109,11
1065.425,45.594939,-122.694408,6.0,111.067897,11
1065.45,45.594943,-122.694423,6.0,111.074776,11
1065.475,45.594947,-122.694438,6.0,111.151427,11
1065.5,45.594952,-122.694454,6.0,111.710925,11
1065.525,45.594956,-122.694469,6.0,111.70026800000001,11
1065.55,45.59496,-122.694484,6.0,111.746455,11
1065.575,45.594964,-122.694499,6.0,111.831951,11
1065.6,45.594968,-122.694514,6.0,111.82904500000001,11
1065.625,45.594972,-122.694528,6.0,111.85852599999998,11
1065.65,45.594977,-122.694543,6.0,111.923385,11
1065.675,45.594981,-122.694558,6.0,111.948935,11
1065.7,45.594985,-122.694573,6.0,111.96859,12
1065.725,45.594989,-122.694588,6.0,112.029518,12
1065.75,45.594993,-122.694604,6.0,112.090446,12
1065.775,45.594997,-122.694619,6.0,112.095359,12
1065.8,45.595002,-122.694634,6.0,112.149408,12
1065.825,45.595006,-122.694648,6.0,112.189699,12
1065.85,45.59501,-122.694663,6.0,112.201492,12
1065.875,45.595014,-122.694678,6.0,112.254558,12
1065.9,45.595018,-122.694693,6.0,112.296815,12
1065.925,45.595023,-122.694708,6.0,112.316469,12
1065.95,45.595027,-122.694723,6.0,112.343002,12
1065.975,45.595031,-122.694738,6.0,112.400982,12
1066.0,45.595035,-122.694754,3.0,113.17548500000001,12
1066.025,45.59504,-122.69477,3.0,113.201036,12
1066.05,45.595044,-122.694785,3.0,113.264912,12
1066.075,45.595048,-122.6948,3.0,113.305203,12
1066.1,45.595052,-122.694815,3.0,113.316013,12
1066.125,45.595056,-122.69483,3.0,113.344511,12
1066.15,45.59506,-122.694845,3.0,113.38382,12
1066.175,45.595065,-122.69486,3.0,113.39463,12
1066.2,45.595069,-122.694875,3.0,113.417232,12
1066.225,45.595073,-122.694891,3.0,113.469315,12
1066.25,45.595077,-122.694906,3.0,113.521399,12
1066.275,45.595081,-122.694922,3.0,113.55775900000002,12
1066.3,45.595086,-122.694937,3.0,113.602964,12
1066.325,45.59509,-122.694952,3.0,113.627532,12
1066.35,45.595094,-122.694967,3.0,113.65602999999999,12
1066.375,45.595098,-122.694982,3.0,113.694356,12
1066.4,45.595102,-122.694997,3.0,113.726786,12
1066.425,45.595107,-122.695013,3.0,113.767077,12
1066.45,45.595111,-122.695028,3.0,113.80834999999999,12
1066.475,45.595115,-122.695043,3.0,113.860434,12
1066.5,45.595119,-122.695059,3.0,114.138957,12
1066.525,45.595123,-122.695074,3.0,114.167456,12
1066.55,45.595127,-122.695089,3.0,114.213643,12
1066.575,45.595132,-122.695105,3.0,114.231332,12
1066.6,45.595136,-122.69512,3.0,114.270641,12
1066.625,45.59514,-122.695135,3.0,114.299139,12
1066.65,45.595144,-122.695151,3.0,114.330586,12
1066.675,45.595148,-122.695166,3.0,114.348275,12
1066.7,45.595152,-122.695181,3.0,114.375791,12
1066.725,45.595156,-122.695197,3.0,114.411168,12
1066.75,45.595161,-122.695212,3.0,114.446546,12
1066.775,45.595165,-122.695228,3.0,114.468165,12
1066.8,45.595169,-122.695243,3.0,114.509439,12
1066.825,45.595173,-122.695258,3.0,114.521232,12
1066.85,45.595177,-122.695274,3.0,114.539903,12
1066.875,45.595182,-122.695289,3.0,114.54973,12
1066.9,45.595186,-122.695304,3.0,114.594935,12
1066.925,45.59519,-122.69532,3.0,114.633261,12
1066.95,45.595194,-122.695335,3.0,114.664707,12
1066.975,45.595198,-122.69535,3.0,114.69812,12
1067.0,45.595203,-122.695367,3.0,115.318309,12
1067.025,45.595207,-122.695382,3.0,115.345825,12
1067.05,45.595211,-122.695397,3.0,115.387099,12
1067.075,45.595215,-122.695413,3.0,115.396926,12
1067.1,45.595219,-122.695428,3.0,115.39790899999998,12
1067.125,45.595224,-122.695444,3.0,115.40184,12
1067.15,45.595228,-122.695459,3.0,115.337898,12
1067.175,45.595232,-122.695475,3.0,115.224546,12
1067.2,45.595236,-122.69549,3.0,115.15963499999998,12
1067.225,45.59524,-122.695506,3.0,115.068566,12
1067.25,45.595245,-122.695522,3.0,114.977497,12
1067.275,45.595249,-122.695537,3.0,114.790514,12
1067.3,45.595253,-122.695552,3.0,114.710102,12
1067.325,45.595257,-122.695568,3.0,114.635503,12
1067.35,45.595261,-122.695583,3.0,114.480492,12
1067.375,45.595265,-122.695598,3.0,114.303198,12
1067.4,45.59527,-122.695614,3.0,114.21600399999998,12
1067.425,45.595274,-122.695629,3.0,114.11524699999998,12
1067.45,45.595278,-122.695644,3.0,113.999957,12
1067.475,45.595282,-122.695659,3.0,113.842039,12
1067.5,45.595287,-122.695676,3.0,115.396877,12
1067.525,45.595291,-122.695691,3.0,115.294182,12
1067.55,45.595295,-122.695707,3.0,115.194394,12
1067.575,45.595299,-122.695722,3.0,115.081042,12
1067.6,45.595303,-122.695737,3.0,114.933781,12
1067.625,45.595308,-122.695753,3.0,114.807834,12
1067.65,45.595312,-122.695768,3.0,114.719672,12
1067.675,45.595316,-122.695783,3.0,114.603413,12
1067.7,45.59532,-122.695799,3.0,114.465841,12
1067.725,45.595325,-122.695814,3.0,114.35151999999998,12
1067.75,45.595329,-122.695829,3.0,114.237199,12
1067.775,45.595333,-122.695845,3.0,114.116097,12
1067.8,45.595337,-122.69586,3.0,114.004682,12
1067.825,45.595341,-122.695875,3.0,113.864203,12
1067.85,45.595346,-122.69589,3.0,113.72275599999999,12
1067.875,45.59535,-122.695906,3.0,113.582277,12
1067.9,45.595354,-122.695921,3.0,113.447611,12
1067.925,45.595358,-122.695936,3.0,113.26741,12
1067.95,45.595362,-122.695951,3.0,113.092054,12
1067.975,45.595366,-122.695966,3.0,112.915728,12
1068.0,45.59537,-122.695981,3.0,113.503654,12
1068.025,45.595375,-122.695996,3.0,113.266293,12
1068.05,45.595379,-122.696011,3.0,113.026994,12
1068.075,45.595383,-122.696027,3.0,112.730535,12
1068.1,45.595387,-122.696042,3.0,112.439889,12
1068.125,45.595391,-122.696057,3.0,112.14343,12
1068.15,45.595395,-122.696072,3.0,111.76849699999998,12
1068.175,45.595399,-122.696087,3.0,111.422628,12
1068.2,45.595403,-122.696102,3.0,111.060289,12
1068.225,45.595407,-122.696116,3.0,110.658229,12
1068.25,45.595411,-122.696131,3.0,110.256168,12
1068.275,45.595415,-122.696146,3.0,109.855077,12
1068.3,45.595419,-122.69616,3.0,109.41329399999998,12
1068.325,45.595423,-122.696175,3.0,109.000577,12
1068.35,45.595427,-122.69619,3.0,108.593673,12
1068.375,45.595431,-122.696204,3.0,108.118951,12
1068.4,45.595435,-122.696219,3.0,107.707202,12
1068.425,45.595439,-122.696233,3.0,107.277046,12
1068.45,45.595443,-122.696247,3.0,106.831388,12
1068.475,45.595447,-122.696262,3.0,106.426422,12
1068.5,45.595451,-122.696277,3.0,109.129214,12
1068.525,45.595455,-122.696292,3.0,108.689369,12
1068.55,45.595459,-122.696306,3.0,108.28149600000002,12
1068.575,45.595463,-122.696321,3.0,107.779647,12
1068.6,45.595466,-122.696335,3.0,107.359179,12
1068.625,45.59547,-122.696349,3.0,106.892208,12
1068.65,45.595474,-122.696364,3.0,106.404891,12
1068.675,45.595478,-122.696378,3.0,106.013488,12
1068.7,45.595482,-122.696392,3.0,105.512607,12
1068.725,45.595486,-122.696406,3.0,105.07179399999998,12
1068.75,45.595489,-122.696418,3.0,104.630981,12
1068.775,45.595493,-122.696432,3.0,104.142696,12
1068.8,45.595497,-122.696446,3.0,103.730947,12
1068.825,45.5955,-122.69646,3.0,103.27656999999999,12
1068.85,45.595504,-122.696473,3.0,102.835757,12
1068.875,45.595508,-122.696487,3.0,102.427884,12
1068.9,45.595512,-122.696501,3.0,101.958975,12
1068.925,45.595515,-122.696514,3.0,101.543351,12
1068.95,45.595519,-122.696528,3.0,101.107382,12
1068.975,45.595523,-122.696542,3.0,100.672381,12
1069.0,45.595526,-122.696553,3.0,101.028325,12
1069.025,45.59553,-122.696566,3.0,100.560385,12
1069.05,45.595533,-122.69658,3.0,100.115697,12
1069.075,45.595537,-122.696593,3.0,99.715574,12
1069.1,45.59554,-122.696607,3.0,99.277667,12
1069.125,45.595544,-122.69662,3.0,98.842667,12
1069.15,45.595548,-122.696633,3.0,98.387321,12
1069.175,45.595551,-122.696646,3.0,98.016263,12
1069.2,45.595555,-122.696659,3.0,97.590951,12
1069.225,45.595558,-122.696673,3.0,97.11719800000002,12
1069.25,45.595561,-122.696683,3.0,96.643445,12
1069.275,45.595564,-122.696696,3.0,96.222008,12
1069.3,45.595568,-122.696708,3.0,95.826729,12
1069.325,45.595571,-122.696721,3.0,95.395604,12
1069.35,45.595575,-122.696734,3.0,94.965448,12
1069.375,45.595578,-122.696747,3.0,94.57792,12
1069.4,45.595582,-122.696759,3.0,94.129356,12
1069.425,45.595585,-122.696772,3.0,93.73989000000002,12
1069.45,45.595588,-122.696785,3.0,93.28842,12
1069.475,45.595592,-122.696797,3.0,92.909611,12
1069.5,45.595594,-122.696807,3.0,93.121666,12
1069.525,45.595598,-122.69682,3.0,92.743826,12
1069.55,45.595601,-122.696832,3.0,92.317546,12
1069.575,45.595604,-122.696845,3.0,91.927111,12
1069.6,45.595608,-122.696857,3.0,91.487267,12
1069.625,45.595611,-122.696869,3.0,91.062923,12
1069.65,45.595614,-122.696881,3.0,90.665707,12
1069.675,45.595618,-122.696893,3.0,90.276241,12
1069.7,45.595621,-122.696906,3.0,89.911965,12
1069.725,45.595624,-122.696918,3.0,89.598067,12
1069.75,45.595627,-122.696926,3.0,89.284169,12
1069.775,45.59563,-122.696938,3.0,89.014837,12
1069.8,45.595633,-122.69695,3.0,88.799759,12
1069.825,45.595636,-122.696962,3.0,88.554648,12
1069.85,45.595639,-122.696974,3.0,88.354102,12
1069.875,45.595643,-122.696985,3.0,88.083801,12
1069.9,45.595646,-122.696997,3.0,87.889068,12
1069.925,45.595649,-122.697009,3.0,87.598422,12
1069.95,45.595652,-122.697021,3.0,87.36784300000001,12
1069.975,45.595655,-122.697032,3.0,87.08300999999999,12
1070.0,45.595658,-122.697041,3.0,85.848901,12
1070.025,45.595661,-122.697052,3.0,85.48075,12
1070.05,45.595664,-122.697064,3.0,85.15232,12
1070.075,45.595667,-122.697075,3.0,84.755103,12
1070.1,45.59567,-122.697087,3.0,84.324947,12
1070.125,45.595673,-122.697098,3.0,83.811472,12
1070.15,45.595676,-122.697109,3.0,83.37841,12
1070.175,45.595679,-122.69712,3.0,82.916282,12
1070.2,45.595682,-122.697131,3.0,82.541349,12
1070.225,45.595685,-122.697142,3.0,82.165447,12
1070.25,45.595688,-122.697152,3.0,81.789544,12
1070.275,45.595691,-122.697163,3.0,81.418486,12
1070.3,45.595694,-122.697174,3.0,81.074555,12
1070.325,45.595697,-122.697185,3.0,80.646337,12
1070.35,45.595699,-122.697195,3.0,80.254933,12
1070.375,45.595702,-122.697206,3.0,79.881937,12
1070.4,45.595705,-122.697217,3.0,79.479877,12
1070.425,45.595708,-122.697227,3.0,79.081692,12
1070.45,45.595711,-122.697238,3.0,78.691257,12
1070.475,45.595714,-122.697248,3.0,78.295979,12
1070.5,45.595717,-122.697259,3.0,79.780783,12
1070.525,45.59572,-122.697269,3.0,79.37194000000001,12
1070.55,45.595722,-122.69728,3.0,78.914657,12
1070.575,45.595725,-122.69729,3.0,78.48934500000001,12
1070.6,45.595728,-122.697301,3.0,78.063064,12
1070.625,45.595731,-122.697311,3.0,77.630002,12
1070.65,45.595734,-122.697322,3.0,77.162061,12
1070.675,45.595737,-122.697332,3.0,76.657306,12
1070.7,45.595739,-122.697342,3.0,76.188397,12
1070.725,45.595742,-122.697353,3.0,75.692361,12
1070.75,45.595744,-122.69736,3.0,75.196325,12
1070.775,45.595747,-122.69737,3.0,74.720634,12
1070.8,45.595749,-122.69738,3.0,74.275946,12
1070.825,45.595752,-122.69739,3.0,73.873885,12
1070.85,45.595755,-122.6974,3.0,73.412727,12
1070.875,45.595758,-122.69741,3.0,73.00001,12
1070.9,45.59576,-122.697419,3.0,72.54563300000001,12
1070.925,45.595763,-122.697429,3.0,72.128071,12
1070.95,45.595765,-122.697439,3.0,71.679508,12
1070.975,45.595768,-122.697448,3.0,71.199941,12
1071.0,45.59577,-122.697456,3.0,71.613373,12
1071.025,45.595773,-122.697465,3.0,71.197749,12
1071.05,45.595775,-122.697475,3.0,70.747247,12
1071.075,45.595778,-122.697484,3.0,70.328717,12
1071.1,45.59578,-122.697494,3.0,69.89081,12
1071.125,45.595783,-122.697503,3.0,69.47228,12
1071.15,45.595785,-122.697512,3.0,69.026623,12
1071.175,45.595788,-122.697522,3.0,68.599373,12
1071.2,45.595791,-122.697531,3.0,68.174061,12
1071.225,45.595793,-122.69754,3.0,67.736154,12
1071.25,45.595795,-122.697546,3.0,67.298247,12
1071.275,45.595797,-122.697555,3.0,66.873904,12
1071.3,45.5958,-122.697564,3.0,66.436966,12
1071.325,45.595802,-122.697572,3.0,66.022311,12
1071.35,45.595805,-122.697581,3.0,65.589248,12
1071.375,45.595807,-122.69759,3.0,65.20172,12
1071.4,45.59581,-122.697599,3.0,64.77447,12
1071.425,45.595812,-122.697607,3.0,64.362722,12
1071.45,45.595815,-122.697616,3.0,63.98682,12
1071.475,45.595817,-122.697624,3.0,63.601229,12
1071.5,45.595819,-122.69763,3.0,63.326812000000004,12
1071.525,45.595821,-122.697638,3.0,62.9761,12
1071.55,45.595823,-122.697647,3.0,62.609885,12
1071.575,45.595826,-122.697655,3.0,62.272736,12
1071.6,45.595828,-122.697663,3.0,61.927836,12
1071.625,45.595831,-122.697671,3.0,61.58778,12
1071.65,45.595833,-122.69768,3.0,61.270976,12
1071.675,45.595835,-122.697688,3.0,60.937702,12
1071.7,45.595838,-122.697696,3.0,60.640274,12
1071.725,45.59584,-122.697704,3.0,60.311844,12
1071.75,45.595842,-122.697709,3.0,59.983414,12
1071.775,45.595844,-122.697717,3.0,59.672422000000005,12
1071.8,45.595846,-122.697725,3.0,59.368213,12
1071.825,45.595849,-122.697732,3.0,59.055284,12
1071.85,45.595851,-122.69774,3.0,58.760763,12
1071.875,45.595854,-122.697748,3.0,58.463335,12
1071.9,45.595856,-122.697756,3.0,58.178502,12
1071.925,45.595858,-122.697763,3.0,57.91304499999999,12
1071.95,45.595861,-122.697771,3.0,57.624336,12
1071.975,45.595863,-122.697778,3.0,57.354035,12
1072.0,45.595865,-122.697783,3.0,56.424256,12
1072.025,45.595867,-122.69779,3.0,56.160737,12
1072.05,45.59587,-122.697797,3.0,55.890436,12
1072.075,45.595872,-122.697805,3.0,55.630792,12
1072.1,45.595875,-122.697812,3.0,55.376962,12
1072.125,45.595877,-122.697819,3.0,55.114411,12
1072.15,45.59588,-122.697826,3.0,54.881894,12
1072.175,45.595882,-122.697833,3.0,54.645502,12
1072.2,45.595885,-122.69784,3.0,54.408141,12
1072.225,45.595887,-122.697847,3.0,54.201783,12
1072.25,45.595889,-122.697852,3.0,53.995424,12
1072.275,45.595892,-122.697859,3.0,53.775502,12
1072.3,45.595895,-122.697866,3.0,53.595301,12
1072.325,45.595897,-122.697872,3.0,53.44029,12
1072.35,45.5959,-122.697879,3.0,53.278497,12
1072.375,45.595903,-122.697886,3.0,53.152550000000005,12
1072.4,45.595905,-122.697892,3.0,53.032417,12
1072.425,45.595908,-122.697899,3.0,52.920033,12
1072.45,45.595911,-122.697905,3.0,52.821214000000005,12
1072.475,45.595914,-122.697912,3.0,52.709799,12
1072.5,45.595916,-122.697917,3.0,52.233235,12
1072.525,45.595919,-122.697923,3.0,52.12957099999999,12
1072.55,45.595922,-122.697929,3.0,52.023969,12
1072.575,45.595925,-122.697936,3.0,51.907711000000006,12
1072.6,45.595928,-122.697942,3.0,51.797265,12
1072.625,45.59593,-122.697948,3.0,51.697477,12
1072.65,45.595933,-122.697954,3.0,51.601564,12
1072.675,45.595936,-122.69796,3.0,51.504682,12
1072.7,45.59594,-122.697966,3.0,51.42427,12
1072.725,45.595943,-122.697972,3.0,51.34967,12
1072.75,45.595945,-122.697976,3.0,51.275071,12
1072.775,45.595948,-122.697982,3.0,51.216941999999996,12
1072.8,45.595951,-122.697988,3.0,51.173345,12
1072.825,45.595955,-122.697994,3.0,51.162688,12
1072.85,45.595958,-122.697999,3.0,51.233443,12
1072.875,45.595961,-122.698005,3.0,51.278648,12
1072.9,45.595965,-122.698011,3.0,51.28651,12
1072.925,45.595968,-122.698016,3.0,51.35235099999999,12
1072.95,45.595972,-122.698022,3.0,51.42802,12
1072.975,45.595975,-122.698027,3.0,51.454553,12
1073.0,45.595978,-122.698032,3.0,50.430667,12
1073.025,45.595981,-122.698037,3.0,50.40450799999999,12
1073.05,45.595985,-122.698042,3.0,50.413353,12
1073.075,45.595989,-122.698047,3.0,50.424163,12
1073.1,45.595992,-122.698052,3.0,50.410599,12
1073.125,45.595996,-122.698057,3.0,50.434184,12
1073.15,45.596,-122.698062,3.0,50.473493,12
1073.175,45.596003,-122.698067,3.0,50.443459,12
1073.2,45.596007,-122.698072,3.0,50.443459,12
1073.225,45.596011,-122.698076,3.0,50.431833,12
1073.25,45.596015,-122.698082,3.0,50.420208,12
1073.275,45.596019,-122.698086,3.0,50.395987,12
1073.3,45.596022,-122.698091,3.0,50.374673,12
1073.325,45.596026,-122.698095,3.0,50.373704,12
1073.35,45.59603,-122.6981,3.0,50.398272,12
1073.375,45.596034,-122.698104,3.0,50.405151,12
1073.4,45.596038,-122.698109,3.0,50.39739999999999,12
1073.425,45.596042,-122.698113,3.0,50.398383,12
1073.45,45.596047,-122.698117,3.0,50.484862,12
1073.475,45.596051,-122.698122,3.0,50.610648,12
1073.5,45.596055,-122.698126,3.0,50.725765,12
1073.525,45.596059,-122.698131,3.0,50.759176999999994,12
1073.55,45.596063,-122.698135,3.0,50.821088,12
1073.575,45.596068,-122.698139,3.0,50.910515,12
1073.6,45.596072,-122.698142,3.0,50.947858,12
1073.625,45.596076,-122.698146,3.0,50.953754,12
1073.65,45.596081,-122.69815,3.0,50.965547,12
1073.675,45.596085,-122.698154,3.0,50.961671,12
1073.7,45.596089,-122.698157,3.0,51.01572000000001,12
1073.725,45.596094,-122.698161,3.0,51.018668,12
1073.75,45.596098,-122.698165,3.0,51.021617,12
1073.775,45.596103,-122.698168,3.0,50.976082,12
1073.8,45.596107,-122.698171,3.0,51.016373,12
1073.825,45.596112,-122.698175,3.0,51.045854,12
1073.85,45.596117,-122.698178,3.0,51.01969600000001,12
1073.875,45.596121,-122.698181,3.0,51.055074,12
1073.9,45.596126,-122.698184,3.0,50.930096,12
1073.925,45.59613,-122.698188,3.0,51.231788,12
1073.95,45.596135,-122.69819,3.0,51.07677700000001,12
1073.975,45.59614,-122.698194,3.0,51.176031,12
1074.0,45.596145,-122.698197,3.0,51.203783,12
1074.025,45.596149,-122.698199,3.0,51.078805,12
1074.05,45.596154,-122.698202,3.0,51.297949,12
1074.075,45.596159,-122.698205,3.0,51.208818,12
1074.1,45.596164,-122.698207,3.0,51.238299,12
1074.125,45.596169,-122.69821,3.0,51.17145000000001,12
1074.15,45.596174,-122.698212,3.0,51.1637,12
1074.175,45.596178,-122.698214,3.0,51.144323,12
1074.2,45.596183,-122.698216,3.0,51.061974,12
1074.225,45.596188,-122.698219,3.0,50.994156000000004,12
1074.25,45.596193,-122.698222,3.0,50.926339,12
1074.275,45.596198,-122.698224,3.0,50.850771,12
1074.3,45.596203,-122.698226,3.0,50.760671,12
1074.325,45.596208,-122.698228,3.0,50.690916,12
1074.35,45.596213,-122.698229,3.0,50.611472,12
1074.375,45.596218,-122.698231,3.0,50.509746,12
1074.4,45.596223,-122.698233,3.0,50.397363,12
1074.425,45.596228,-122.698235,3.0,50.285949,12
1074.45,45.596233,-122.698236,3.0,50.189067,12
1074.475,45.596237,-122.698238,3.0,50.124156,12
1074.5,45.596243,-122.69824,3.0,51.340949,12
1074.525,45.596248,-122.698242,3.0,51.295414,12
1074.55,45.596253,-122.698243,3.0,51.215971,12
1074.575,45.596258,-122.698245,3.0,51.107463,12
1074.6,45.596263,-122.698246,3.0,50.955358,12
1074.625,45.596268,-122.698247,3.0,50.775158,12
1074.65,45.596273,-122.698248,3.0,50.619177,12
1074.675,45.596278,-122.698249,3.0,50.391504999999995,12
1074.7,45.596283,-122.698251,3.0,50.121204,12
1074.725,45.596288,-122.698252,3.0,49.799555,12
1074.75,45.596293,-122.698253,3.0,49.477907,12
1074.775,45.596298,-122.698254,3.0,49.145602,12
1074.8,45.596303,-122.698255,3.0,48.77745,12
1074.825,45.596308,-122.698256,3.0,48.40833,12
1074.85,45.596313,-122.698257,3.0,48.134153,12
1074.875,45.596317,-122.698258,3.0,47.903574,12
1074.9,45.596322,-122.698259,3.0,47.645868,12
1074.925,45.596327,-122.69826,3.0,47.355222,12
1074.95,45.596332,-122.698261,3.0,47.063607,12
1074.975,45.596336,-122.698262,3.0,46.749709,12
1075.0,45.596342,-122.698263,3.0,48.672152,12
1075.025,45.596346,-122.698264,3.0,48.400882,12
1075.05,45.596351,-122.698265,3.0,48.111205,12
1075.075,45.596356,-122.698266,3.0,47.824434,12
1075.1,45.596361,-122.698267,3.0,47.537663,12
1075.125,45.596365,-122.698268,3.0,47.265425,12
1075.15,45.59637,-122.698269,3.0,46.969935,12
1075.175,45.596375,-122.69827,3.0,46.650224,12
1075.2,45.596379,-122.698271,3.0,46.448708999999994,12
1075.225,45.596384,-122.698273,3.0,46.343108,12
1075.25,45.596387,-122.698274,3.0,46.237506,12
1075.275,45.596391,-122.698275,3.0,46.081526,12
1075.3,45.596396,-122.698276,3.0,45.93911,12
1075.325,45.5964,-122.698277,3.0,45.808319,12
1075.35,45.596405,-122.698279,3.0,45.705624,12
1075.375,45.596409,-122.69828,3.0,45.622306,12
1075.4,45.596414,-122.698282,3.0,45.371381,12
1075.425,45.596418,-122.698283,3.0,45.358785999999995,12
1075.45,45.596423,-122.698285,3.0,45.103018,12
1075.475,45.596427,-122.698287,3.0,44.901503,12
1075.5,45.59643,-122.698288,3.0,43.953008,12
1075.525,45.596434,-122.69829,3.0,43.772807,12
1075.55,45.596438,-122.698291,3.0,43.603264,12
1075.575,45.596442,-122.698293,3.0,43.390123,12
1075.6,45.596447,-122.698295,3.0,43.126604,12
1075.625,45.596451,-122.698297,3.0,42.902807,12
1075.65,45.596455,-122.698299,3.0,42.781704,12
1075.675,45.596459,-122.698302,3.0,42.675134,12
1075.7,45.596463,-122.698304,3.0,42.485245000000006,12
1075.725,45.596467,-122.698306,3.0,42.387394,12
1075.75,45.59647,-122.698308,3.0,42.289543,12
1075.775,45.596473,-122.69831,3.0,42.234321,12
1075.8,45.596477,-122.698313,3.0,42.077372000000004,12
1075.825,45.596481,-122.698315,3.0,41.910735,12
1075.85,45.596485,-122.698318,3.0,41.765412,12
1075.875,45.596489,-122.698321,3.0,41.615244,12
1075.9,45.596492,-122.698323,3.0,41.498986,12
1075.925,45.596496,-122.698326,3.0,41.420512,12
1075.95,45.5965,-122.698329,3.0,41.466699,12
1075.975,45.596503,-122.698332,3.0,41.557108,12
1076.0,45.596506,-122.698334,3.0,40.612853,12
1076.025,45.596509,-122.698337,3.0,40.573131,12
1076.05,45.596513,-122.69834,3.0,40.505314,12
1076.075,45.596516,-122.698344,3.0,40.41424500000001,12
1076.1,45.596519,-122.698347,3.0,40.315425,12
1076.125,45.596523,-122.69835,3.0,40.294111,12
1076.15,45.596526,-122.698354,3.0,40.33341899999999,12
1076.175,45.596529,-122.698357,3.0,40.42088,12
1076.2,45.596532,-122.698361,3.0,40.476895,12
1076.225,45.596536,-122.698365,3.0,40.539788,12
1076.25,45.596538,-122.698368,3.0,40.602682,12
1076.275,45.596541,-122.698371,3.0,40.71078,12
1076.3,45.596544,-122.698375,3.0,40.80512,12
1076.325,45.596547,-122.698379,3.0,40.93975100000001,12
1076.35,45.59655,-122.698384,3.0,41.101898999999996,12
1076.375,45.596553,-122.698388,3.0,41.245374,12
1076.4,45.596556,-122.698392,3.0,41.380006,12
1076.425,45.596559,-122.698396,3.0,41.532326,12
1076.45,45.596562,-122.698401,3.0,41.66499199999999,12
1076.475,45.596564,-122.698405,3.0,41.770142,12
1076.5,45.596567,-122.698408,3.0,39.871059,12
1076.525,45.596569,-122.698413,3.0,40.024362,12
1076.55,45.596572,-122.698417,3.0,40.191423,12
1076.575,45.596574,-122.698422,3.0,40.274953,12
1076.6,45.596577,-122.698426,3.0,40.427273,12
1076.625,45.596579,-122.698431,3.0,40.613988,12
1076.65,45.596581,-122.698436,3.0,40.76336,12
1076.675,45.596584,-122.698441,3.0,40.948109,12
1076.7,45.596586,-122.698445,3.0,41.176098,12
1076.725,45.596588,-122.69845,3.0,41.346106999999996,12
1076.75,45.596591,-122.698456,3.0,41.516116,12
1076.775,45.596593,-122.698461,3.0,41.695952,12
1076.8,45.596595,-122.698466,3.0,41.894459,12
1076.825,45.596598,-122.698471,3.0,42.055624,12
1076.85,45.5966,-122.698476,3.0,42.251183,12
1076.875,45.596602,-122.698482,3.0,42.450673,12
1076.9,45.596604,-122.698487,3.0,42.664904,12
