Format,Traqmate Trackvision,V2
Track,Portland International Raceway
Vehicle,CORRADO
Driver,DJ
Starting Date,2019/08/18
Starting Time,16:53:001
Sample Rate (samps/sec),10
Duration (secs),1952
Elapsed Time,Lat (Degrees),Lon (Degrees),Altitude (meters),Velocity (MPH),Lap
203.375,45.599485,-122.69691,9.0,82.263644,2
203.4,45.599485,-122.696898,9.0,82.341278,2
203.425,45.599485,-122.696887,9.0,82.46018600000001,2
203.45,45.599484,-122.696875,9.0,82.547647,2
203.475,45.599484,-122.696863,9.0,82.684244,2
203.5,45.599483,-122.69685,9.0,82.921204,2
203.525,45.599483,-122.696838,9.0,83.039129,2
203.55,45.599482,-122.696826,9.0,83.143296,2
203.575,45.599482,-122.696814,9.0,83.260239,2
203.6,45.599482,-122.696802,9.0,83.354579,2
203.625,45.599481,-122.69679,9.0,83.456781,2
203.65,45.599481,-122.696779,9.0,83.556034,2
203.675,45.599481,-122.696767,9.0,83.647427,2
203.7,45.59948,-122.696755,9.0,83.76731699999999,2
203.725,45.59948,-122.696743,9.0,83.850848,2
203.75,45.599479,-122.69673,9.0,83.934378,2
203.775,45.599479,-122.696717,9.0,84.019874,2
203.8,45.599479,-122.696705,9.0,84.14173,2
203.825,45.599478,-122.696693,9.0,84.213468,2
203.85,45.599478,-122.696681,9.0,84.33237599999998,2
203.875,45.599478,-122.696669,9.0,84.407061,2
203.9,45.599477,-122.696657,9.0,84.5299,2
203.925,45.599477,-122.696645,9.0,84.593776,2
203.95,45.599477,-122.696633,9.0,84.699909,2
203.975,45.599476,-122.696621,9.0,84.76771599999998,2
204.0,45.599476,-122.696607,9.0,85.538869,2
204.025,45.599476,-122.696595,9.0,85.618468,2
204.05,45.599475,-122.696582,9.0,85.718705,2
204.075,45.599475,-122.69657,9.0,85.805183,2
204.1,45.599475,-122.696558,9.0,85.912299,2
204.125,45.599474,-122.696545,9.0,86.015483,2
204.15,45.599474,-122.696533,9.0,86.06265299999998,2
204.175,45.599474,-122.696521,9.0,86.014212,2
204.2,45.599473,-122.696508,9.0,85.924112,2
204.225,45.599473,-122.696496,9.0,85.918299,2
204.25,45.599473,-122.696483,9.0,85.912486,2
204.275,45.599472,-122.69647,9.0,85.840794,2
204.3,45.599472,-122.696458,9.0,85.76135,2
204.325,45.599471,-122.696446,9.0,85.748756,2
204.35,45.599471,-122.696433,9.0,85.701283,2
204.375,45.599471,-122.696421,9.0,85.661562,2
204.4,45.59947,-122.696409,9.0,85.543366,2
204.425,45.59947,-122.696396,9.0,85.503644,2
204.45,45.599469,-122.696384,9.0,85.444546,2
204.475,45.599469,-122.696372,9.0,85.394167,2
204.5,45.599468,-122.696358,9.0,87.027616,2
204.525,45.599468,-122.696345,9.0,86.971424,2
204.55,45.599467,-122.696333,9.0,86.887137,2
204.575,45.599467,-122.69632,9.0,86.899912,2
204.6,45.599466,-122.696308,9.0,86.969685,2
204.625,45.599466,-122.696296,9.0,87.050267,2
204.65,45.599465,-122.696283,9.0,86.938853,2
204.675,45.599464,-122.696271,9.0,86.975213,2
204.7,45.599464,-122.696258,9.0,87.145222,2
204.725,45.599463,-122.696246,9.0,87.190426,2
204.75,45.599462,-122.696233,9.0,87.235631,2
204.775,45.599462,-122.696221,9.0,87.308352,2
204.8,45.599461,-122.696208,9.0,87.422346,2
204.825,45.59946,-122.696196,9.0,87.57958,2
204.85,45.599459,-122.696183,9.0,87.593338,2
204.875,45.599459,-122.696171,9.0,87.64640400000002,2
204.9,45.599458,-122.696158,9.0,87.707332,2
204.925,45.599457,-122.696146,9.0,87.79381,2
204.95,45.599456,-122.696133,9.0,87.89404699999999,2
204.975,45.599455,-122.696121,9.0,87.972664,2
205.0,45.599454,-122.696109,9.0,87.443756,2
205.025,45.599453,-122.696096,9.0,87.491909,2
205.05,45.599452,-122.696084,9.0,87.572491,2
205.075,45.599451,-122.696071,9.0,87.655039,2
205.1,45.59945,-122.696059,9.0,87.751344,2
205.125,45.599449,-122.696046,9.0,87.82603,2
205.15,45.599448,-122.696034,9.0,87.838806,2
205.175,45.599446,-122.696021,9.0,87.899734,2
205.2,45.599445,-122.696009,9.0,87.983264,2
205.225,45.599444,-122.695996,9.0,88.104137,2
205.25,45.599443,-122.695982,9.0,88.225011,2
205.275,45.599441,-122.69597,9.0,88.297731,2
205.3,45.59944,-122.695957,9.0,88.350798,2
205.325,45.599439,-122.695945,9.0,88.454965,2
205.35,45.599437,-122.695932,9.0,88.538495,2
205.375,45.599436,-122.69592,9.0,88.59451,2
205.4,45.599434,-122.695907,9.0,88.70850400000002,2
205.425,45.599433,-122.695895,9.0,88.765501,2
205.45,45.599431,-122.695882,9.0,88.860824,2
205.475,45.599429,-122.69587,9.0,88.945337,2
205.5,45.599428,-122.695856,13.0,89.140006,2
205.525,45.599426,-122.695844,13.0,89.186194,2
205.55,45.599425,-122.695831,13.0,89.276603,2
205.575,45.599423,-122.695819,13.0,89.386666,2
205.6,45.599421,-122.695806,13.0,89.481007,2
205.625,45.599419,-122.695793,13.0,89.578295,2
205.65,45.599417,-122.695781,13.0,89.63824000000001,2
205.675,45.599416,-122.695768,13.0,89.742408,2
205.7,45.599414,-122.695756,13.0,89.792526,2
205.725,45.599412,-122.695743,13.0,89.883918,2
205.75,45.59941,-122.69573,13.0,89.97531,2
205.775,45.599408,-122.695717,13.0,90.06571900000002,2
205.8,45.599406,-122.695704,13.0,90.139422,2
205.825,45.599404,-122.695692,13.0,90.217057,2
205.85,45.599402,-122.695679,13.0,90.352671,2
205.875,45.5994,-122.695667,13.0,90.394927,2
205.9,45.599397,-122.695654,13.0,90.504991,2
205.925,45.599395,-122.695641,13.0,90.558057,2
205.95,45.599393,-122.695629,13.0,90.662224,2
205.975,45.599391,-122.695616,13.0,90.744772,2
206.0,45.599389,-122.695603,13.0,90.91426,2
206.025,45.599386,-122.69559,13.0,91.020392,2
206.05,45.599384,-122.695577,13.0,91.08132000000002,2
206.075,45.599382,-122.695565,13.0,91.207107,2
206.1,45.59938,-122.695552,13.0,91.257226,2
206.125,45.599377,-122.695539,13.0,91.357462,2
206.15,45.599375,-122.695527,13.0,91.415442,2
206.175,45.599372,-122.695514,13.0,91.491111,2
206.2,45.59937,-122.695501,13.0,91.572675,2
206.225,45.599368,-122.695489,13.0,91.63360300000001,2
206.25,45.599365,-122.695475,13.0,91.69453200000001,2
206.275,45.599363,-122.695462,13.0,91.728926,2
206.3,45.59936,-122.695449,13.0,91.809509,2
206.325,45.599358,-122.695437,13.0,91.853731,2
206.35,45.599355,-122.695424,13.0,91.92252,2
206.375,45.599353,-122.695411,13.0,92.036515,2
206.4,45.59935,-122.695399,13.0,92.093512,2
206.425,45.599348,-122.695386,13.0,92.193748,2
206.45,45.599345,-122.695373,13.0,92.257624,2
206.475,45.599342,-122.69536,13.0,92.384394,2
206.5,45.59934,-122.695347,13.0,92.891958,2
206.525,45.599337,-122.695334,13.0,92.975488,2
206.55,45.599334,-122.695321,13.0,93.072776,2
206.575,45.599332,-122.695308,13.0,93.127808,2
206.6,45.599329,-122.695295,13.0,93.220183,2
206.625,45.599326,-122.695283,13.0,93.245733,2
206.65,45.599323,-122.69527,13.0,93.31354,2
206.675,45.59932,-122.695257,13.0,93.394123,2
206.7,45.599318,-122.695244,13.0,93.447189,2
206.725,45.599315,-122.695231,13.0,93.537598,2
206.75,45.599312,-122.695218,13.0,93.628008,2
206.775,45.599309,-122.695205,13.0,93.721365,2
206.8,45.599306,-122.695192,13.0,93.788189,2
206.825,45.599303,-122.695179,13.0,93.848135,2
206.85,45.5993,-122.695166,13.0,93.923803,2
206.875,45.599297,-122.695154,13.0,93.971956,2
206.9,45.599294,-122.695141,13.0,94.052538,2
206.925,45.599292,-122.695128,13.0,94.113467,2
206.95,45.599289,-122.695115,13.0,94.175377,2
206.975,45.599286,-122.695102,13.0,94.243184,2
207.0,45.599282,-122.695088,13.0,95.110116,2
207.025,45.599279,-122.695075,13.0,95.188733,2
207.05,45.599276,-122.695062,13.0,95.253592,2
207.075,45.599273,-122.695049,13.0,95.341053,2
207.1,45.599269,-122.695036,13.0,95.410825,2
207.125,45.599266,-122.695023,13.0,95.484529,2
207.15,45.599263,-122.695011,13.0,95.558232,2
207.175,45.59926,-122.694998,13.0,95.62112500000002,2
207.2,45.599256,-122.694985,13.0,95.68795,2
207.225,45.599253,-122.694972,13.0,95.746912,2
207.25,45.59925,-122.694959,13.0,95.805875,2
207.275,45.599246,-122.694946,13.0,95.881543,2
207.3,45.599243,-122.694933,13.0,95.955247,2
207.325,45.599239,-122.69492,13.0,96.008313,2
207.35,45.599236,-122.694907,13.0,96.091843,2
207.375,45.599232,-122.694894,13.0,96.156702,2
207.4,45.599228,-122.694882,13.0,96.226475,2
207.425,45.599225,-122.694869,13.0,96.326711,2
207.45,45.599221,-122.694856,13.0,96.378795,2
207.475,45.599218,-122.694843,13.0,96.459377,2
207.5,45.599214,-122.69483,13.0,96.66995,2
207.525,45.59921,-122.694817,13.0,96.709258,2
207.55,45.599206,-122.694804,13.0,96.796719,2
207.575,45.599202,-122.694791,13.0,96.84782,2
207.6,45.599198,-122.694779,13.0,96.923489,2
207.625,45.599194,-122.694766,13.0,97.013898,2
207.65,45.59919,-122.694753,13.0,97.074826,2
207.675,45.599186,-122.694741,13.0,97.18489,2
207.7,45.599182,-122.694728,13.0,97.266455,2
207.725,45.599178,-122.694715,13.0,97.350968,2
207.75,45.599174,-122.694702,13.0,97.435481,2
207.775,45.59917,-122.694689,13.0,97.494443,2
207.8,45.599165,-122.694676,13.0,97.603524,2
207.825,45.599161,-122.694664,13.0,97.64185,2
207.85,45.599157,-122.694651,13.0,97.702778,2
207.875,45.599153,-122.694639,13.0,97.77648100000002,2
207.9,45.599148,-122.694626,13.0,97.787291,2
207.925,45.599144,-122.694613,13.0,97.880648,2
207.95,45.59914,-122.694601,13.0,97.917991,2
207.975,45.599135,-122.694588,13.0,97.975971,2
208.0,45.599131,-122.694575,13.0,98.359771,2
208.025,45.599126,-122.694562,13.0,98.399079,2
208.05,45.599121,-122.69455,13.0,98.498333,2
208.075,45.599117,-122.694537,13.0,98.579898,2
208.1,45.599112,-122.694525,13.0,98.640826,2
208.125,45.599107,-122.694513,13.0,98.758751,2
208.15,45.599103,-122.6945,13.0,98.79511100000002,2
208.175,45.599098,-122.694488,13.0,98.883555,2
208.2,45.599093,-122.694475,13.0,98.979861,2
208.225,45.599088,-122.694463,13.0,99.01916900000002,2
208.25,45.599083,-122.69445,13.0,99.058477,2
208.275,45.599078,-122.694437,13.0,99.118423,2
208.3,45.599073,-122.694425,13.0,99.199988,2
208.325,45.599068,-122.694413,13.0,99.305138,2
208.35,45.599063,-122.6944,13.0,99.344446,2
208.375,45.599058,-122.694388,13.0,99.434855,2
208.4,45.599053,-122.694376,13.0,99.491853,2
208.425,45.599048,-122.694363,13.0,99.525265,2
208.45,45.599043,-122.694351,13.0,99.622553,2
208.475,45.599038,-122.694339,13.0,99.647121,2
208.5,45.599032,-122.694326,13.0,100.268096,2
208.525,45.599027,-122.694313,13.0,100.327058,2
208.55,45.599022,-122.694301,13.0,100.333937,2
208.575,45.599016,-122.694289,13.0,100.399779,2
208.6,45.599011,-122.694277,13.0,100.44007,2
208.625,45.599006,-122.694264,13.0,100.505911,2
208.65,45.599,-122.694252,13.0,100.607131,2
208.675,45.598995,-122.69424,13.0,100.651353,2
208.7,45.598989,-122.694228,13.0,100.735866,2
208.725,45.598984,-122.694215,13.0,100.817431,2
208.75,45.598978,-122.694203,13.0,100.898996,2
208.775,45.598973,-122.69419,13.0,100.977612,2
208.8,45.598967,-122.694178,13.0,101.035592,2
208.825,45.598962,-122.694166,13.0,101.06900399999999,2
208.85,45.598956,-122.694154,13.0,101.145656,2
208.875,45.59895,-122.694142,13.0,101.177102,2
208.9,45.598945,-122.69413,13.0,101.226238,2
208.925,45.598939,-122.694118,13.0,101.301907,2
208.95,45.598934,-122.694106,13.0,101.346129,2
208.975,45.598928,-122.694093,13.0,101.417866,2
209.0,45.598922,-122.69408,13.0,102.090152,2
209.025,45.598916,-122.694068,13.0,102.14027,2
209.05,45.59891,-122.694056,13.0,102.242472,2
209.075,45.598904,-122.694044,13.0,102.32894999999999,2
209.1,45.598898,-122.694032,13.0,102.384965,2
209.125,45.598892,-122.69402,13.0,102.479305,2
209.15,45.598886,-122.694008,13.0,102.53925,2
209.175,45.59888,-122.693996,13.0,102.596248,2
209.2,45.598874,-122.693984,13.0,102.662089,2
209.225,45.598868,-122.693972,13.0,102.721052,2
209.25,45.598862,-122.693959,13.0,102.780014,2
209.275,45.598856,-122.693947,13.0,102.85175199999999,2
209.3,45.59885,-122.693935,13.0,102.883199,2
209.325,45.598844,-122.693924,13.0,102.931352,2
209.35,45.598838,-122.693912,13.0,103.002107,2
209.375,45.598832,-122.6939,13.0,103.02569200000002,2
209.4,45.598826,-122.693888,13.0,103.103326,2
209.425,45.598819,-122.693876,13.0,103.160323,2
209.45,45.598813,-122.693864,13.0,103.187839,2
209.475,45.598807,-122.693852,13.0,103.277266,2
209.5,45.598801,-122.69384,13.0,103.357414,2
209.525,45.598795,-122.693828,13.0,103.405567,2
209.55,45.598788,-122.693816,13.0,103.508751,2
209.575,45.598782,-122.693804,13.0,103.562801,2
209.6,45.598775,-122.693792,13.0,103.618815,2
209.625,45.598769,-122.693781,13.0,103.70038,2
209.65,45.598763,-122.693769,13.0,103.754429,2
209.675,45.598756,-122.693757,13.0,103.793737,2
209.7,45.59875,-122.693746,13.0,103.880216,2
209.725,45.598743,-122.693734,13.0,103.914611,2
209.75,45.598736,-122.693721,13.0,103.949006,2
209.775,45.59873,-122.69371,13.0,104.04138,2
209.8,45.598723,-122.693698,13.0,104.063983,2
209.825,45.598717,-122.693687,13.0,104.12589300000002,2
209.85,45.59871,-122.693675,13.0,104.20451,2
209.875,45.598704,-122.693663,13.0,104.229078,2
209.9,45.598697,-122.693652,13.0,104.31457400000001,2
209.925,45.59869,-122.69364,13.0,104.37845,2
209.95,45.598684,-122.693629,13.0,104.405966,2
209.975,45.598677,-122.693617,13.0,104.49637499999999,2
210.0,45.59867,-122.693605,13.0,105.111329,2
210.025,45.598663,-122.693593,13.0,105.131966,2
210.05,45.598656,-122.693581,13.0,105.23023700000002,2
210.075,45.59865,-122.69357,13.0,105.280355,2
210.1,45.598643,-122.693558,13.0,105.308854,2
210.125,45.598636,-122.693547,13.0,105.38255700000002,2
210.15,45.598629,-122.693535,13.0,105.401229,2
210.175,45.598622,-122.693523,13.0,105.435624,2
210.2,45.598615,-122.693512,13.0,105.524068,2
210.225,45.598609,-122.6935,13.0,105.547653,2
210.25,45.598602,-122.693488,13.0,105.57123800000001,2
210.275,45.598595,-122.693477,13.0,105.658699,2
210.3,45.598588,-122.693465,13.0,105.68130099999999,2
210.325,45.598581,-122.693454,13.0,105.752056,2
210.35,45.598574,-122.693443,13.0,105.847379,2
210.375,45.598567,-122.693431,13.0,105.871947,2
210.4,45.59856,-122.69342,13.0,105.963339,2
210.425,45.598553,-122.693408,13.0,106.034094,2
210.45,45.598546,-122.693397,13.0,106.044904,2
210.475,45.598539,-122.693386,13.0,106.133348,2
210.5,45.598531,-122.693373,16.0,106.611084,2
210.525,45.598524,-122.693362,16.0,106.609147,2
210.55,45.598517,-122.693351,16.0,106.69366,2
210.575,45.598509,-122.693339,16.0,106.76245,2
210.6,45.598502,-122.693328,16.0,106.788,2
210.625,45.598495,-122.693317,16.0,106.863669,2
210.65,45.598488,-122.693305,16.0,106.920666,2
210.675,45.598481,-122.693294,16.0,106.94032,2
210.7,45.598473,-122.693283,16.0,107.033678,2
210.725,45.598466,-122.693271,16.0,107.087727,2
210.75,45.598459,-122.69326,16.0,107.141776,2
210.775,45.598451,-122.693248,16.0,107.23513300000002,2
210.8,45.598444,-122.693237,16.0,107.297044,2
210.825,45.598437,-122.693226,16.0,107.319646,2
210.85,45.598429,-122.693215,16.0,107.398263,2
210.875,45.598422,-122.693204,16.0,107.448381,2
210.9,45.598414,-122.693192,16.0,107.469018,2
210.925,45.598407,-122.693181,16.0,107.552549,2
210.95,45.598399,-122.69317,16.0,107.627235,2
210.975,45.598392,-122.693159,16.0,107.65671600000002,2
211.0,45.598384,-122.693147,16.0,108.128814,2
211.025,45.598377,-122.693136,16.0,108.188759,2
211.05,45.598369,-122.693124,16.0,108.23101599999998,2
211.075,45.598362,-122.693113,16.0,108.315529,2
211.1,45.598354,-122.693102,16.0,108.381371,2
211.125,45.598346,-122.693091,16.0,108.407904,2
211.15,45.598339,-122.69308,16.0,108.47964200000001,2
211.175,45.598331,-122.693069,16.0,108.528777,2
211.2,45.598324,-122.693057,16.0,108.541552,2
211.225,45.598316,-122.693046,16.0,108.594619,2
211.25,45.598308,-122.693035,16.0,108.647685,2
211.275,45.598301,-122.693024,16.0,108.686994,2
211.3,45.598293,-122.693013,16.0,108.748904,2
211.325,45.598285,-122.693002,16.0,108.826538,2
211.35,45.598278,-122.69299,16.0,108.84521,2
211.375,45.59827,-122.692979,16.0,108.901224,2
211.4,45.598262,-122.692968,16.0,108.978858,2
211.425,45.598255,-122.692957,16.0,109.02308,2
211.45,45.598247,-122.692946,16.0,109.079095,2
211.475,45.598239,-122.692935,16.0,109.152798,2
211.5,45.598231,-122.692923,16.0,109.614282,2
211.525,45.598223,-122.692912,16.0,109.670296,2
211.55,45.598215,-122.692901,16.0,109.743017,2
211.575,45.598207,-122.69289,16.0,109.790187,2
211.6,45.5982,-122.692879,16.0,109.835391,2
211.625,45.598192,-122.692868,16.0,109.894354,2
211.65,45.598184,-122.692857,16.0,109.93759300000002,2
211.675,45.598176,-122.692846,16.0,109.900778,2
211.7,45.598168,-122.692834,16.0,109.838774,2
211.725,45.59816,-122.692823,16.0,109.777738,2
211.75,45.598152,-122.692812,16.0,109.716702,2
211.775,45.598144,-122.692801,16.0,109.677949,2
211.8,45.598136,-122.69279,16.0,109.539408,2
211.825,45.598128,-122.692779,16.0,109.49678,2
211.85,45.59812,-122.692768,16.0,109.485154,2
211.875,45.598112,-122.692757,16.0,109.379553,2
211.9,45.598104,-122.692746,16.0,109.306891,2
211.925,45.598096,-122.692735,16.0,109.260388,2
211.95,45.598089,-122.692724,16.0,109.159631,2
211.975,45.598081,-122.692714,16.0,109.104408,2
212.0,45.598072,-122.692701,16.0,110.920075,2
212.025,45.598064,-122.69269,16.0,110.820286,2
212.05,45.598056,-122.692679,16.0,110.738905,2
212.075,45.598048,-122.692668,16.0,110.70209,2
212.1,45.598039,-122.692657,16.0,110.612959,2
212.125,45.598031,-122.692646,16.0,110.534484,2
212.15,45.598023,-122.692635,16.0,110.507357,2
212.175,45.598015,-122.692625,16.0,110.422101,2
212.2,45.598007,-122.692614,16.0,110.326188,2
212.225,45.597999,-122.692603,16.0,110.294217,2
212.25,45.597991,-122.692591,16.0,110.262246,2
212.275,45.597983,-122.692581,16.0,110.17698899999999,2
212.3,45.597975,-122.69257,16.0,110.13533,2
212.325,45.597967,-122.692559,16.0,110.054918,2
212.35,45.597959,-122.692548,16.0,109.971599,2
212.375,45.597951,-122.692537,16.0,109.91347,2
212.4,45.597943,-122.692526,16.0,109.73036299999998,2
212.425,45.597935,-122.692516,16.0,109.573414,2
212.45,45.597927,-122.692505,16.0,109.47071900000002,2
212.475,45.597919,-122.692494,16.0,109.427122,2
212.5,45.597911,-122.692483,16.0,109.87336,2
212.525,45.597902,-122.692473,16.0,109.780353,2
212.55,45.597894,-122.692462,16.0,109.694128,2
212.575,45.597886,-122.692451,16.0,109.621467,2
212.6,45.597878,-122.692441,16.0,109.586589,2
212.625,45.59787,-122.69243,16.0,109.486801,2
212.65,45.597862,-122.692419,16.0,109.418015,2
212.675,45.597854,-122.692409,16.0,109.495649,2
212.7,45.597846,-122.692398,16.0,109.451083,2
212.725,45.597838,-122.692388,16.0,109.35517,2
212.75,45.59783,-122.692377,16.0,109.25925699999999,2
212.775,45.597822,-122.692367,16.0,109.295617,2
212.8,45.597814,-122.692356,16.0,109.270428,2
212.825,45.597806,-122.692346,16.0,109.254926,2
212.85,45.597797,-122.692335,16.0,109.258857,2
212.875,45.597789,-122.692325,16.0,109.338457,2
212.9,45.597781,-122.692314,16.0,109.387592,2
212.925,45.597773,-122.692304,16.0,109.366278,2
212.95,45.597765,-122.692293,16.0,109.414431,2
212.975,45.597757,-122.692283,16.0,109.495013,2
213.0,45.597749,-122.692272,16.0,109.140209,2
213.025,45.59774,-122.692262,16.0,109.177552,2
213.05,45.597732,-122.692251,16.0,109.256169,2
213.075,45.597724,-122.692241,16.0,109.2552,2
213.1,45.597716,-122.692231,16.0,109.298439,2
213.125,45.597708,-122.69222,16.0,109.379021,2
213.15,45.597699,-122.69221,16.0,109.39867600000001,2
213.175,45.597691,-122.6922,16.0,109.440932,2
213.2,45.597683,-122.692189,16.0,109.516601,2
213.225,45.597674,-122.692179,16.0,109.537238,2
213.25,45.597666,-122.692168,16.0,109.557875,2
213.275,45.597658,-122.692158,16.0,109.64337,2
213.3,45.597649,-122.692148,16.0,109.65811099999999,2
213.325,45.597641,-122.692137,16.0,109.692506,2
213.35,45.597633,-122.692127,16.0,109.798639,2
213.375,45.597624,-122.692117,16.0,109.816327,2
213.4,45.597616,-122.692107,16.0,109.83696400000001,2
213.425,45.597607,-122.692096,16.0,109.946045,2
213.45,45.597599,-122.692086,16.0,109.98928400000001,2
213.475,45.597591,-122.692076,16.0,109.970877,2
213.5,45.597582,-122.692065,16.0,110.55816,2
213.525,45.597573,-122.692055,16.0,110.604347,2
213.55,45.597565,-122.692044,16.0,110.603379,2
213.575,45.597556,-122.692034,16.0,110.691822,2
213.6,45.597548,-122.692024,16.0,110.74882,2
213.625,45.597539,-122.692014,16.0,110.73041200000002,2
213.65,45.597531,-122.692003,16.0,110.79920199999998,2
213.675,45.597522,-122.691993,16.0,110.875853,2
213.7,45.597514,-122.691983,16.0,110.894525,2
213.725,45.597505,-122.691973,16.0,110.937764,2
213.75,45.597496,-122.691962,13.0,110.981003,2
213.775,45.597488,-122.691952,13.0,110.96744,2
213.8,45.597479,-122.691942,13.0,110.996921,2
213.825,45.597471,-122.691932,13.0,111.093227,2
213.85,45.597462,-122.691921,13.0,111.125656,2
213.875,45.597453,-122.691911,13.0,111.138431,2
213.9,45.597445,-122.691901,13.0,111.22491,2
213.925,45.597436,-122.691891,13.0,111.268149,2
213.95,45.597428,-122.691881,13.0,111.292717,2
213.975,45.597419,-122.691871,13.0,111.348731,2
214.0,45.59741,-122.69186,13.0,111.855071,2
214.025,45.597401,-122.69185,13.0,111.859984,2
214.05,45.597392,-122.691839,13.0,111.933687,2
214.075,45.597384,-122.691829,13.0,111.988719,2
214.1,45.597375,-122.691819,13.0,111.980969,2
214.125,45.597366,-122.691809,13.0,112.031087,2
214.15,45.597358,-122.691799,13.0,112.100859,2
214.175,45.597349,-122.691789,13.0,112.098922,2
214.2,45.59734,-122.691779,13.0,112.123489,2
214.225,45.597331,-122.691769,13.0,112.193262,2
214.25,45.597322,-122.691758,13.0,112.263034,2
214.275,45.597313,-122.691748,13.0,112.272861,2
214.3,45.597304,-122.691738,13.0,112.314135,2
214.325,45.597296,-122.691728,13.0,112.317083,2
214.35,45.597287,-122.691718,13.0,112.332807,2
214.375,45.597278,-122.691708,13.0,112.38489,2
214.4,45.597269,-122.691698,13.0,112.401596,2
214.425,45.59726,-122.691688,13.0,112.386095,2
214.45,45.597251,-122.691678,13.0,112.447023,2
214.475,45.597243,-122.691668,13.0,112.491245,2
214.5,45.597233,-122.691657,13.0,113.110334,2
214.525,45.597224,-122.691647,13.0,113.136868,2
214.55,45.597215,-122.691637,13.0,113.186986,2
214.575,45.597206,-122.691627,13.0,113.181173,2
214.6,45.597197,-122.691617,13.0,113.180204,2
214.625,45.597188,-122.691607,13.0,113.206737,2
214.65,45.597179,-122.691597,13.0,113.225409,2
214.675,45.59717,-122.691587,13.0,113.228357,2
214.7,45.597162,-122.691577,13.0,113.25390700000001,2
214.725,45.597153,-122.691567,13.0,113.279458,2
214.75,45.597143,-122.691557,13.0,113.305008,2
214.775,45.597134,-122.691547,13.0,113.336455,2
214.8,45.597125,-122.691537,13.0,113.36004,2
214.825,45.597116,-122.691527,13.0,113.356165,2
214.85,45.597107,-122.691518,13.0,113.367957,2
214.875,45.597098,-122.691508,13.0,113.403335,2
214.9,45.597089,-122.691498,13.0,113.407266,2
214.925,45.59708,-122.691488,13.0,113.41414500000002,2
214.95,45.597071,-122.691478,13.0,113.439695,2
214.975,45.597062,-122.691468,13.0,113.461315,2
215.0,45.597052,-122.691458,13.0,114.07530400000002,2
215.025,45.597043,-122.691448,13.0,114.100854,2
215.05,45.597034,-122.691438,13.0,114.102819,2
215.075,45.597025,-122.691428,13.0,114.10675,2
215.1,45.597016,-122.691419,13.0,114.118543,2
215.125,45.597007,-122.691409,13.0,114.144093,2
215.15,45.596997,-122.691399,13.0,114.150972,2
215.175,45.596988,-122.691389,13.0,114.155886,2
215.2,45.596979,-122.691379,13.0,114.167678,2
215.225,45.59697,-122.69137,13.0,114.176523,2
215.25,45.59696,-122.691359,13.0,114.185367,2
215.275,45.596951,-122.69135,13.0,114.216814,2
215.3,45.596942,-122.69134,13.0,114.230572,2
215.325,45.596933,-122.69133,13.0,114.218946,2
215.35,45.596923,-122.69132,13.0,114.24154800000001,2
215.375,45.596914,-122.691311,13.0,114.259237,2
215.4,45.596905,-122.691301,13.0,114.261203,2
215.425,45.596896,-122.691291,13.0,114.304442,2
215.45,45.596887,-122.691282,13.0,114.336871,2
215.475,45.596877,-122.691272,13.0,114.341785,2
215.5,45.596868,-122.691261,13.0,114.881106,2
215.525,45.596858,-122.691252,13.0,114.921397,2
215.55,45.596849,-122.691242,13.0,114.933189,2
215.575,45.59684,-122.691232,13.0,114.893468,2
215.6,45.59683,-122.691223,13.0,114.89153,2
215.625,45.596821,-122.691213,13.0,114.830494,2
215.65,45.596812,-122.691203,13.0,114.759771,2
215.675,45.596802,-122.691194,13.0,114.673546,2
215.7,45.596793,-122.691184,13.0,114.542755,2
215.725,45.596784,-122.691174,13.0,114.420683,2
215.75,45.596774,-122.691164,13.0,114.298612,2
215.775,45.596765,-122.691154,13.0,114.239514,2
215.8,45.596755,-122.691145,13.0,114.120349,2
215.825,45.596746,-122.691135,13.0,113.997309,2
215.85,45.596737,-122.691126,13.0,113.927554,2
215.875,45.596728,-122.691116,13.0,113.868456,2
215.9,45.596718,-122.691106,13.0,113.724102,2
215.925,45.596709,-122.691097,13.0,113.590405,2
215.95,45.5967,-122.691087,13.0,113.517743,2
215.975,45.596691,-122.691078,13.0,113.389859,2
216.0,45.596681,-122.691067,13.0,114.803439,2
216.025,45.596671,-122.691058,13.0,114.699775,2
216.05,45.596662,-122.691048,13.0,114.567047,2
216.075,45.596653,-122.691038,13.0,114.414942,2
216.1,45.596644,-122.691029,13.0,114.288027,2
216.125,45.596634,-122.691019,13.0,114.152392,2
216.15,45.596625,-122.691009,13.0,113.983817,2
216.175,45.596616,-122.691,13.0,113.844307,2
216.2,45.596606,-122.69099,13.0,113.676701,2
216.225,45.596597,-122.690981,13.0,113.465498,2
216.25,45.596588,-122.690971,13.0,113.254295,2
216.275,45.596579,-122.690962,13.0,113.07797,2
216.3,45.59657,-122.690952,13.0,112.844484,2
216.325,45.59656,-122.690943,13.0,112.632313,2
216.35,45.596551,-122.690933,13.0,112.442424,2
216.375,45.596542,-122.690924,13.0,112.19634399999998,2
216.4,45.596533,-122.690914,13.0,111.955107,2
216.425,45.596524,-122.690905,13.0,111.775876,2
216.45,45.596515,-122.690895,13.0,111.53367,2
216.475,45.596506,-122.690886,13.0,111.259494,2
216.5,45.596496,-122.690876,13.0,112.594177,2
216.525,45.596487,-122.690867,13.0,112.353909,2
